
**** VECTORS ****
time spent on the queue PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		queue size after modification PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		queue size per minute PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		client processing order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		processing time with client order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		till processing order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		client total time in the till PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)	
36845.345	0	21450.234	5			37085.726	1239	37085.726	236.380999999999971	37085.726	1	37085.726	240.380999999999971
36961.361	0	21457.738	6			37219.028	1240	37219.028	247.6669999999999725	37219.028	4	37219.028	257.6669999999999157
36973.288	0	21462.746	5			37280.236	1244	37280.236	238.1419999999999952	37280.236	3	37280.236	246.1419999999999952
36992.146	0	21491.901	6			37281.827	1243	37281.827	258.2819999999999242	37281.827	2	37281.827	264.2819999999999242
37017.545	0	21517.48	7			37281.881	1241	37281.881	296.5929999999999595	37281.881	5	37281.881	308.5929999999999595
37034.094	0	21571.353	8			37315.839	1242	37315.839	309.692999999999982	37315.839	6	37315.839	323.692999999999982
37059.429	0	21588.751	9			37339.304	1246	37339.304	246.576999999999997	37339.304	0	37339.304	248.576999999999997
37090.727	0	21595.2	10			37360.062	1245	37360.062	284.6329999999999232	37360.062	7	37360.062	300.6329999999999232
37097.103	0	21599.482	11			37373.979	1247	37373.979	272.8759999999999752	37373.979	1	37373.979	276.8759999999999752
37139.735	0	21600.109	10			37451.365	1248	37451.365	293.629999999999995	37451.365	8	37451.365	311.629999999999995
37170.998	0	21600.806	9			37490.764	1249	37490.764	299.7659999999999612	37490.764	9	37490.764	319.7659999999999612
37219.028	35.41299999999999655	21632.872	8			37514.17	1250	37514.17	285.1419999999999377	37514.17	4	37514.17	295.1419999999999377
37280.236	73.04399999999998235	21641.774	7			37566.253	1253	37566.253	242.432999999999992	37566.253	5	37566.253	254.432999999999992
37295.711	0	21642.495	8			37567.892	1251	37567.892	279.6559999999999482	37567.892	3	37567.892	287.655999999999948
37311.82	0	21644.159	9			37580.637	1252	37580.637	278.9259999999999297	37580.637	2	37580.637	284.9259999999999295
37388.769	0	21662.451	8			37642.355	1254	37642.355	251.5860000000000115	37642.355	0	37642.355	253.5860000000000115
37397.167	0	21693.416	7			37684.581	1255	37684.581	283.4139999999999862	37684.581	1	37684.581	287.4139999999999862
37399.141	0	21699.235	6			37690.804	1256	37690.804	277.6630000000000097	37690.804	6	37690.804	291.6630000000000095
37452.745	0	21720.707	7			37703.481	1257	37703.481	234.735999999999989	37703.481	7	37703.481	250.735999999999989
37540.439	0	21729.985	8			37812.707	1258	37812.707	262.2679999999999145	37812.707	4	37812.707	272.2679999999999145
37564.17	0	21742.297	7			37841.309	1261	37841.309	233.8770000000000087	37841.309	2	37841.309	239.8770000000000087
37565.713	0	21750.963	6			37845.28	1260	37845.28	259.5670000000000065	37845.28	9	37845.28	279.5670000000000062
37601.432	0	21752.58	5			37870.5	1259	37870.5	288.3299999999999265	37870.5	8	37870.5	306.3299999999999265
37611.35	0	21760.105	6			37890.712	1264	37890.712	242.3489999999999885	37890.712	0	37890.712	244.3489999999999885
37626.675	0	21770.654	7			37900.785	1263	37900.785	262.1100000000000127	37900.785	5	37900.785	274.1100000000000127
37646.363	0	21777.562	8			37915.319	1262	37915.319	295.9689999999999362	37915.319	3	37915.319	303.9689999999999362
37748.058	0	21795.847	9			38020.99	1265	38020.99	268.9320000000000155	38020.99	1	38020.99	272.9320000000000155
37767.617	0	21834.984	10			38034.916	1266	38034.916	253.2989999999999775	38034.916	6	38034.916	267.2989999999999775
37767.994	0	21837.211	11			38053.307	1267	38053.307	269.312999999999987	38053.307	7	38053.307	285.312999999999987
37812.707	28.10199999999999665	21854.315	10			38098.526	1268	38098.526	275.818999999999959	38098.526	4	38098.526	285.8189999999999587
37841.309	55.850999999999999	21873.966	11			38104.495	1269	38104.495	257.1859999999999207	38104.495	2	38104.495	263.1859999999999207
37845.28	43.5559999999999972	21876.766	10			38148.027	1273	38148.027	235.241999999999961	38148.027	5	38148.027	247.241999999999961
37870.5	40.02400000000000077	21885.562	9			38149.666	1270	38149.666	284.385999999999966	38149.666	9	38149.666	304.3859999999999657
37890.712	35.8840000000000002	21898.17	10			38168.456	1271	38168.456	279.956000000000016	38168.456	8	38168.456	297.9560000000000157
37900.785	22.46999999999999877	21914.667	11			38203.716	1272	38203.716	311.004000000000018	38203.716	0	38203.716	313.004000000000018
37915.319	36.2969999999999969	21918.139	10			38209.678	1274	38209.678	286.3589999999999222	38209.678	3	38209.678	294.358999999999922
38020.99	59.826999999999998	21927.801	9			38287.66	1275	38287.66	262.669999999999958	38287.66	1	38287.66	266.669999999999958
38093.544	0	21960.507	8			38381.381	1276	38381.381	273.8369999999999882	38381.381	6	38381.381	287.8369999999999882
38094.976	0	21997.265	7			38391.203	1277	38391.203	280.2269999999999745	38391.203	7	38391.203	296.2269999999999742
38171.715	0	22009.659	8			38437.127	1278	38437.127	259.41199999999992	38437.127	2	38437.127	265.41199999999992
38171.852	0	22027.641	7			38458.16	1281	38458.16	243.4879999999999985	38458.16	8	38458.16	261.4879999999999417
38178.982	0	22041.353	6			38477.191	1279	38477.191	295.3389999999999412	38477.191	4	38477.191	305.3389999999999412
38196.672	0	22068.498	5			38498.895	1280	38498.895	307.9130000000000095	38498.895	5	38498.895	319.9130000000000095
38321.799	0	22074.969	6			38595.256	1282	38595.256	271.456999999999993	38595.256	0	38595.256	273.456999999999993
38414.166	0	22080.085	7			38642.618	1283	38642.618	224.4519999999999971	38642.618	1	38642.618	228.4519999999999971
38460.642	0	22116.034	8			38757.932	1284	38757.932	291.2899999999999625	38757.932	2	38757.932	297.2899999999999625
38580.715	0	22130.058	9			38881.493	1285	38881.493	292.7780000000000187	38881.493	3	38881.493	300.7780000000000187
38666.615	0	22133.06	8			38929.248	1286	38929.248	260.6329999999999237	38929.248	0	38929.248	262.6329999999999237
38700.432	0	22133.332	7			38963.682	1287	38963.682	259.25	38963.682	1	38963.682	263.25
38715.136	0	22135.988	8			38971.164	1288	38971.164	246.0279999999999625	38971.164	4	38971.164	256.028000000000019
38851.104	0	22137.185	9			39152.582	1290	39152.582	285.7379999999999415	39152.582	5	39152.582	297.7379999999999415
38854.844	0	22148.534	10			39158.227	1289	39158.227	301.122999999999932	39158.227	2	39158.227	307.122999999999932
38933.089	0	22172.993	9			39208.348	1294	39208.348	233.658999999999991	39208.348	7	39208.348	249.658999999999991
38942.855	0	22174.838	10			39216.761	1293	39216.761	244.2099999999999785	39216.761	6	39216.761	258.2099999999999217
38958.551	0	22203.919	9			39222.981	1292	39222.981	272.1259999999999752	39222.981	3	39222.981	280.1259999999999752
38958.689	0	22206.112	10			39250.137	1295	39250.137	251.5779999999999735	39250.137	1	39250.137	255.5779999999999735
38994.559	0	22211.517	11			39261.329	1291	39261.329	326.240000000000008	39261.329	0	39261.329	328.240000000000008
39051.753	0	22221.08	12			39330.592	1296	39330.592	268.8389999999999412	39330.592	4	39330.592	278.8389999999999412
39097.692	0	22236.867	13			39389.006	1298	39389.006	242.7149999999999737	39389.006	9	39389.006	262.7149999999999175
39126.291	0	22251.297	12			39412.907	1297	39412.907	297.2149999999999167	39412.907	8	39412.907	315.2149999999999167
39152.582	22.08500000000000075	22253.87	13			39428.953	1300	39428.953	264.725999999999998	39428.953	2	39428.953	270.725999999999998
39158.227	7.5759999999999987	22261.261	12			39439.806	1299	39439.806	275.223999999999932	39439.806	5	39439.806	287.223999999999932
39208.348	24.90500000000000105	22270.237	13			39495.577	1302	39495.577	264.8159999999999162	39495.577	6	39495.577	278.815999999999916
39216.761	14.25799999999999903	22273.173	14			39510.992	1301	39510.992	286.644000000000004	39510.992	7	39510.992	302.644000000000004
39222.981	0.20000000000000001	22282.855	13			39532.412	1303	39532.412	301.4309999999999252	39532.412	3	39532.412	309.4309999999999252
39292.121	0	22287.783	14			39554.43	1304	39554.43	260.308999999999968	39554.43	0	39554.43	262.308999999999968
39319.668	0	22288.072	15			39591.441	1305	39591.441	267.7730000000000237	39591.441	1	39591.441	271.7730000000000237
39330.592	8.291999999999998005	22305.053	14			39600.463	1306	39600.463	259.87099999999998	39600.463	4	39600.463	269.87099999999998
39389.006	39.5480000000000017	22325.266	15			39666.763	1307	39666.763	257.7569999999999472	39666.763	9	39666.763	277.7569999999999472
39412.907	47.27299999999999595	22325.613	16			39671.196	1308	39671.196	240.2889999999999862	39671.196	8	39671.196	258.2889999999999862
39428.953	47.33299999999999825	22341.185	17			39714.809	1309	39714.809	279.855999999999994	39714.809	2	39714.809	285.855999999999994
39439.806	54.878	22345.497	16			39747.375	1310	39747.375	295.5689999999999587	39747.375	5	39747.375	307.5689999999999587
39495.577	85.3499999999999939	22357.96	15			39787.909	1312	39787.909	260.9169999999999157	39787.909	7	39787.909	276.9169999999999152
39510.992	50.8139999999999928	22363.69	16			39797.949	1311	39797.949	288.3719999999999565	39797.949	6	39797.949	302.3719999999999565
39532.412	64.63700000000000025	22402.749	15			39826.877	1313	39826.877	286.4649999999999167	39826.877	3	39826.877	294.4649999999999167
39554.43	55.19599999999999775	22408.177	14			39845.939	1314	39845.939	289.5090000000000137	39845.939	0	39845.939	291.5090000000000137
39591.441	40.08599999999999837	22461.937	13			39846.874	1316	39846.874	236.4110000000000002	39846.874	4	39846.874	246.4110000000000002
39600.463	13.82000000000000023	22474.106	14			39860.427	1315	39860.427	264.985999999999989	39860.427	1	39860.427	268.985999999999989
39666.763	72.39799999999999575	22494.93	15			39950.97	1317	39950.97	264.206999999999993	39950.97	9	39950.97	284.206999999999993
39671.196	27.3129999999999952	22502.418	16			39977.674	1319	39977.674	256.8650000000000082	39977.674	2	39977.674	262.8650000000000082
39714.809	63.4609999999999983	22511.316	15			39984.169	1318	39984.169	294.9729999999999557	39984.169	8	39984.169	312.9729999999999557
39747.375	92.3669999999999898	22531.195	14			40033.479	1320	40033.479	274.1039999999999272	40033.479	5	40033.479	286.1039999999999272
39787.909	129.5169999999999955	22534.421	13			40065.508	1321	40065.508	261.598999999999932	40065.508	7	40065.508	277.598999999999932
39797.949	121.3509999999999985	22561.332	12			40078.91	1322	40078.91	266.9610000000000115	40078.91	6	40078.91	280.9610000000000115
39826.877	147.9799999999999608	22586.215	13			40096.073	1324	40096.073	248.1339999999999565	40096.073	0	40096.073	250.1339999999999565
39845.939	72.0789999999999789	22589.025	14			40109.837	1326	40109.837	245.4099999999999672	40109.837	1	40109.837	249.4099999999999672
39846.874	68.453999999999979	22609.879	13			40113.266	1325	40113.266	256.3919999999999382	40113.266	4	40113.266	266.3919999999999382
39860.427	62.84300000000000335	22616.581	12			40114.061	1323	40114.061	279.183999999999968	40114.061	3	40114.061	287.183999999999968
39950.97	86.6999999999999883	22638.984	13			40243.631	1327	40243.631	272.6609999999999437	40243.631	9	40243.631	292.6609999999999437
39977.674	81.1959999999999976	22653.364	12			40247.708	1328	40247.708	264.033999999999991	40247.708	2	40247.708	270.0339999999999907
39984.169	40.56000000000000217	22667.388	13			40281.543	1329	40281.543	279.3740000000000227	40281.543	8	40281.543	297.3740000000000225
40033.479	42.43200000000000195	22672.316	14			40333.171	1331	40333.171	251.66300000000001	40333.171	7	40333.171	267.66300000000001
40065.508	21.95199999999999812	22698.356	13			40346.423	1330	40346.423	300.9439999999999587	40346.423	5	40346.423	312.9439999999999587
40136.441	0	22722.258	12			40407.468	1333	40407.468	228.6429999999999715	40407.468	1	40407.468	232.6429999999999715
40174.825	0	22725.093	13			40448.458	1335	40448.458	226.0009999999999757	40448.458	4	40448.458	236.0009999999999757
40195.959	0	22739.82	14			40472.834	1332	40472.834	334.3929999999999142	40472.834	0	40472.834	336.3929999999999142
40212.457	0	22742.678	15			40480.258	1334	40480.258	276.2989999999999775	40480.258	3	40480.258	284.298999999999977
40262.467	0	22753.742	16			40501.303	1336	40501.303	232.8360000000000115	40501.303	2	40501.303	238.8360000000000115
40296.322	0	22789.316	15			40565.158	1337	40565.158	254.8360000000000115	40565.158	6	40565.158	268.8360000000000115
40308.336	0	22797.854	14			40619.509	1338	40619.509	293.1730000000000007	40619.509	8	40619.509	311.1730000000000007
40341.209	0	22805.796	13			40636.588	1339	40636.588	279.379000000000018	40636.588	7	40636.588	295.379000000000018
40347.673	0	22808.343	14			40642.942	1340	40642.942	283.269000000000004	40642.942	5	40642.942	295.269000000000004
40368.878	0	22809.152	13			40651.235	1341	40651.235	262.35699999999997	40651.235	9	40651.235	282.35699999999997
40421.919	0	22809.456	12			40717.871	1343	40717.871	258.4940000000000275	40717.871	4	40717.871	268.4940000000000275
40449.377	0	22843.138	13			40734.589	1342	40734.589	308.6699999999999577	40734.589	1	40734.589	312.6699999999999577
40472.834	16.6229999999999975	22900.634	14			40737.946	1344	40737.946	263.1119999999999657	40737.946	0	40737.946	265.1119999999999657
40480.258	1.258000000000000001	22908.812	13			40766.632	1345	40766.632	278.3740000000000227	40766.632	3	40766.632	286.3740000000000225
40510.922	0	22910.412	14			40797.944	1346	40797.944	281.0219999999999335	40797.944	2	40797.944	287.0219999999999335
40592.148	0	22911.862	15			40868.113	1347	40868.113	261.9649999999999175	40868.113	6	40868.113	275.9649999999999167
40667.524	0	22928.882	14			40952.118	1348	40952.118	272.5939999999999362	40952.118	5	40952.118	284.5939999999999362
40672.258	0	22944.004	13			40956.614	1349	40956.614	268.355999999999994	40956.614	7	40956.614	284.355999999999994
40707.837	0	22962.024	12			40977.953	1351	40977.953	236.8039999999999727	40977.953	4	40977.953	246.8039999999999727
40731.149	0	22964.714	13			40987.041	1350	40987.041	261.20399999999995	40987.041	8	40987.041	279.20399999999995
40755.564	0	22964.755	14			41013.195	1356	41013.195	209.2509999999999757	41013.195	2	41013.195	215.2509999999999757
40764.541	0	22968.152	15			41040.677	1352	41040.677	283.1129999999999415	41040.677	0	41040.677	285.1129999999999415
40769.96	0	22984.169	14			41046.16	1353	41046.16	277.6190000000000275	41046.16	1	41046.16	281.6190000000000272
40778.01	0	22988.578	15			41068.371	1355	41068.371	270.360999999999989	41068.371	9	41068.371	290.360999999999989
40797.944	9.041999999999998005	22995.603	16			41071.021	1354	41071.021	293.0609999999999205	41071.021	3	41071.021	301.0609999999999205
40868.113	76.60800000000000375	22995.836	17			41127.959	1357	41127.959	245.8460000000000027	41127.959	6	41127.959	259.8460000000000027
40952.118	159.1189999999999707	23003.973	18			41192.758	1358	41192.758	228.6399999999999853	41192.758	5	41192.758	240.6399999999999852
40956.614	133.5579999999999922	23026.366	17			41232.187	1360	41232.187	244.2339999999999795	41232.187	4	41232.187	254.2339999999999795
40977.953	154.504999999999995	23038.768	18			41257.135	1359	41257.135	284.5209999999999572	41257.135	7	41257.135	300.520999999999957
40987.041	105.6359999999999953	23040.247	17			41271.635	1362	41271.635	252.439999999999997	41271.635	2	41271.635	258.43999999999994
41013.195	129.0679999999999831	23040.903	18			41297.299	1361	41297.299	292.2579999999999232	41297.299	8	41297.299	310.2579999999999232
41040.677	73.1500000000000054	23061.434	19			41299.608	1366	41299.608	220.5869999999999883	41299.608	3	41299.608	228.5869999999999883
41046.16	67.68600000000000685	23068.632	18			41314.193	1364	41314.193	264.0330000000000145	41314.193	1	41314.193	268.0330000000000145
41068.371	75.9120000000000058	23078.711	17			41329.709	1363	41329.709	287.0319999999999242	41329.709	0	41329.709	289.0319999999999242
41071.021	57.70600000000000275	23091.048	16			41368.77	1365	41368.77	280.399	41368.77	9	41368.77	300.399
41127.959	94.5459999999999919	23123.575	17			41411.258	1367	41411.258	269.2989999999999775	41411.258	6	41411.258	283.298999999999977
41192.758	157.5679999999999828	23127.326	18			41451.297	1368	41451.297	246.5389999999999862	41451.297	5	41451.297	258.5389999999999862
41232.187	196.4669999999999838	23146.205	19			41519.217	1370	41519.217	246.081999999999993	41519.217	7	41519.217	262.081999999999993
41257.135	213.0689999999999595	23149.368	20			41546.816	1369	41546.816	304.629000000000018	41546.816	4	41546.816	314.629000000000018
41271.635	213.3739999999999658	23190.438	21			41549.77	1371	41549.77	272.13499999999999	41549.77	2	41549.77	278.13499999999999
41297.299	232.63499999999999	23190.54	22			41573.901	1375	41573.901	242.1920000000000065	41573.901	0	41573.901	244.1920000000000065
41299.608	216.5779999999999737	23200.364	21			41575.086	1372	41575.086	259.78699999999992	41575.086	8	41575.086	277.78699999999992
41314.193	202.6739999999999776	23201.153	22			41599.732	1374	41599.732	281.5389999999999862	41599.732	1	41599.732	285.5389999999999862
41329.709	210.5899999999999741	23204.705	21			41612.119	1373	41612.119	304.5109999999999657	41612.119	3	41612.119	312.5109999999999657
41368.77	243.1649999999999627	23211.22	22			41637.425	1376	41637.425	248.654999999999972	41637.425	9	41637.425	268.654999999999972
41411.258	278.8379999999999647	23220.838	23			41706.352	1377	41706.352	281.0939999999999362	41706.352	6	41706.352	295.0939999999999362
41451.297	301.355999999999994	23226.219	24			41763.894	1378	41763.894	300.5969999999999782	41763.894	5	41763.894	312.5969999999999782
41519.217	337.2300000000000175	23254.714	23			41786.073	1379	41786.073	250.855999999999994	41786.073	7	41786.073	266.855999999999994
41546.816	303.25	23268.314	22			41835.703	1381	41835.703	279.932999999999992	41835.703	2	41835.703	285.932999999999992
41549.77	271.7049999999999265	23282.725	23			41855.412	1382	41855.412	279.5109999999999662	41855.412	0	41855.412	281.510999999999966
41573.901	291.6480000000000232	23287.053	22			41857.025	1384	41857.025	253.2930000000000052	41857.025	1	41857.025	257.2930000000000052
41575.086	252.419999999999958	23296.299	21			41858.827	1383	41858.827	265.7409999999999845	41858.827	8	41858.827	283.7409999999999845
41599.732	271.84299999999996	23323.443	20			41878.309	1385	41878.309	258.18999999999994	41878.309	3	41878.309	266.18999999999994
41612.119	275.2450000000000032	23335.171	21			41908.627	1380	41908.627	351.8109999999999205	41908.627	4	41908.627	361.8109999999999205
41637.425	293.5159999999999612	23345.276	20			41909.282	1386	41909.282	251.85699999999997	41909.282	9	41909.282	271.85699999999997
41706.352	334.5689999999999587	23355.548	21			42010.012	1387	42010.012	289.6599999999999667	42010.012	6	42010.012	303.6599999999999667
41763.894	354.1240000000000225	23361.338	20			42063.084	1389	42063.084	261.0109999999999662	42063.084	7	42063.084	277.0109999999999662
41786.073	326.4049999999999717	23378.933	19			42083.01	1388	42083.01	307.1159999999999842	42083.01	5	42083.01	319.1159999999999842
41835.703	371.3149999999999392	23453.484	20			42108.662	1392	42108.662	247.637	42108.662	1	42108.662	251.637
41855.412	384.3299999999999265	23456.184	21			42111.497	1390	42111.497	269.7939999999999815	42111.497	2	42111.497	275.7939999999999815
41857.025	363.8700000000000032	23474.744	20			42122.616	1391	42122.616	265.20399999999995	42122.616	0	42122.616	267.20399999999995
41858.827	326.1269999999999515	23508.07	19			42135.135	1393	42135.135	258.307999999999992	42135.135	8	42135.135	276.307999999999992
41878.309	341.1689999999999815	23526.196	18			42138.014	1394	42138.014	251.7049999999999827	42138.014	3	42138.014	259.7049999999999265
41908.627	319.6429999999999142	23541.704	17			42174.945	1395	42174.945	256.3179999999999827	42174.945	4	42174.945	266.3179999999999827
41909.282	288.8909999999999612	23560.445	16			42243.75	1396	42243.75	314.4679999999999595	42243.75	9	42243.75	334.4679999999999595
42010.012	388.790999999999939	23611.914	15			42319.927	1397	42319.927	295.9149999999999625	42319.927	6	42319.927	309.9149999999999625
42063.084	431.7469999999999555	23614.901	16			42328.172	1398	42328.172	249.0879999999999647	42328.172	7	42328.172	265.0879999999999647
42083.01	395.5389999999999862	23616.671	17			42331.709	1402	42331.709	207.0929999999999602	42331.709	0	42331.709	209.0929999999999602
42108.662	378.3529999999999502	23622.677	16			42356.853	1399	42356.853	261.84299999999996	42356.853	5	42356.853	273.84299999999996
42111.497	379.544999999999957	23623.093	15			42374.881	1401	42374.881	257.384000000000014	42374.881	2	42374.881	263.384000000000014
42122.616	370.0589999999999677	23643.657	16			42395.22	1400	42395.22	282.557999999999992	42395.22	1	42395.22	286.557999999999992
42135.135	377.4409999999999157	23650.216	15			42429.026	1403	42429.026	275.8909999999999617	42429.026	8	42429.026	293.8909999999999612
42138.014	368.144000000000004	23655.335	16			42455.235	1404	42455.235	309.2210000000000027	42455.235	3	42455.235	317.2210000000000027
42174.945	323.25999999999999	23684.19	15			42469.018	1405	42469.018	284.0729999999999782	42469.018	4	42469.018	294.0729999999999782
42243.75	334.948999999999954	23693.385	16			42528.303	1406	42528.303	264.552999999999997	42528.303	9	42528.303	284.5529999999999962
42319.927	398.5549999999999482	23765.779	15			42578.332	1407	42578.332	244.404999999999972	42578.332	6	42578.332	258.404999999999972
42328.172	395.13499999999999	23788.626	14			42624.716	1409	42624.716	291.006999999999947	42624.716	0	42624.716	293.006999999999947
42331.709	340.1179999999999367	23800.256	13			42625.786	1408	42625.786	281.6139999999999175	42625.786	7	42625.786	297.6139999999999175
42356.853	321.2669999999999377	23803.405	12			42640.231	1411	42640.231	259.350000000000022	42640.231	2	42640.231	265.350000000000022
42374.881	315.264000000000009	23812.521	13			42649.316	1410	42649.316	280.4629999999999647	42649.316	5	42649.316	292.4629999999999645
42395.22	323.2799999999999717	23825.838	14			42660.995	1412	42660.995	261.7749999999999765	42660.995	1	42660.995	265.7749999999999765
42429.026	308.7930000000000052	23829.902	15			42735.692	1415	42735.692	256.6739999999999775	42735.692	4	42735.692	266.6739999999999775
42455.235	330.5489999999999767	23835.929	14			42737.981	1414	42737.981	274.74599999999998	42737.981	3	42737.981	282.7459999999999797
42469.018	326.9800000000000175	23876.807	13			42754.372	1413	42754.372	307.3460000000000027	42754.372	8	42754.372	325.3460000000000027
42528.303	379.5989999999999315	23901.841	12			42812.833	1416	42812.833	264.529999999999972	42812.833	9	42812.833	284.5299999999999717
42578.332	413.916999999999915	23907.246	13			42856.419	1417	42856.419	264.0869999999999882	42856.419	6	42856.419	278.0869999999999882
42624.716	396.3439999999999357	23947.677	14			42890.167	1418	42890.167	263.451000000000021	42890.167	0	42890.167	265.451000000000021
42625.786	346.2730000000000232	23949.145	13			42900.91	1420	42900.91	254.6789999999999727	42900.91	2	42900.91	260.6789999999999727
42640.231	314.762999999999919	23949.161	12			42911.467	1421	42911.467	250.1510000000000095	42911.467	5	42911.467	262.150999999999953
42649.316	320.18999999999994	23969.842	11			42929.445	1419	42929.445	287.6589999999999905	42929.445	7	42929.445	303.6589999999999905
42660.995	330.2749999999999757	23988.915	12			42934.345	1422	42934.345	269.350000000000022	42934.345	1	42934.345	273.350000000000022
42735.692	368.1100000000000117	24013.179	13			42962.492	1423	42962.492	216.8000000000000108	42962.492	4	42962.492	226.8000000000000106
42737.981	355.8569999999999695	24018.041	12			42975.057	1424	42975.057	229.075999999999964	42975.057	3	42975.057	237.075999999999964
42754.372	333.6739999999999767	24031.945	13			43049.22	1425	43049.22	276.8479999999999557	43049.22	8	43049.22	294.8479999999999557
42812.833	366.158000000000014	24057.528	14			43082.454	1426	43082.454	249.62099999999998	43082.454	9	43082.454	269.62099999999998
42856.419	244.9629999999999647	24078.289	13			43156.91	1430	43156.91	233.4429999999999827	43156.91	5	43156.91	245.4429999999999827
42890.167	234.5	24087.472	12			43174.243	1428	43174.243	282.076000000000021	43174.243	0	43174.243	284.076000000000021
42900.91	228.0369999999999768	24095.573	13			43185.605	1427	43185.605	315.1859999999999205	43185.605	6	43185.605	329.1859999999999205
42911.467	226.0169999999999952	24096.519	12			43191.878	1432	43191.878	253.5329999999999577	43191.878	1	43191.878	257.5330000000000145
42929.445	204.408999999999991	24143.362	13										
42934.345	195.6839999999999683	24153.208	12										
42962.492	157.5829999999999695	24185.427	13										
42975.057	144.8549999999999608	24201.035	12										
43049.22	149.4439999999999595	24208.493	11										
43082.454	175.2139999999999981	24210.066	12										
43156.91	248.3100000000000015	24213.083	11										
43174.243	235.1519999999999855	24241.078	10										
43185.605	228.4830000000000031	24247.207	11										
43191.878	196.9549999999999832	24254.794	10										
		24281.116	11										
		24282.222	12										
		24284.186	13										
		24312.558	14										
		24316.396	13										
		24326.292	14										
		24332.141	13										
		24336.746	12										
		24382.041	13										
		24422.152	12										
		24422.775	11										
		24441.329	12										
		24447.589	13										
		24451.702	12										
		24454.798	13										
		24454.913	14										
		24482.3	15										
		24493.088	14										
		24504.875	15										
		24507.316	14										
		24521.196	15										
		24534.225	14										
		24537.581	15										
		24545.934	14										
		24558.393	15										
		24563.488	16										
		24587.73	15										
		24589.382	14										
		24594.424	13										
		24639.649	14										
		24647.082	15										
		24649.977	16										
		24662.448	15										
		24693.276	16										
		24716.471	15										
		24748.299	14										
		24762.305	15										
		24767.062	14										
		24789.442	15										
		24790.503	14										
		24805.943	13										
		24818.336	12										
		24842.845	13										
		24859.589	14										
		24872.931	13										
		24874.48	12										
		24890.523	11										
		24907.87	12										
		24926.556	11										
		24936.178	12										
		24948.41	13										
		24990.691	14										
		24995.127	13										
		25003.719	14										
		25031.113	13										
		25041.502	14										
		25056.309	13										
		25080.142	12										
		25086.515	13										
		25092.17	12										
		25118.312	11										
		25119.361	10										
		25146.33	9										
		25185.422	8										
		25259.718	7										
		25287.544	6										
		25300.489	7										
		25324.973	8										
		25327.529	9										
		25339.692	8										
		25341.802	7										
		25356.582	6										
		25359.688	5										
		25361.305	4										
		25370.5	5										
		25414.148	4										
		25421.504	3										
		25429.6	4										
		25438.037	5										
		25480.729	4										
		25497.21	5										
		25522.31	4										
		25532.498	5										
		25538.453	6										
		25545.667	7										
		25572.973	6										
		25575.934	7										
		25583.457	8										
		25589.427	9										
		25595.316	10										
		25602.845	11										
		25620.982	10										
		25621.552	11										
		25640.16	10										
		25648.8	9										
		25651.306	8										
		25669.022	9										
		25673.437	8										
		25689.921	7										
		25693.366	6										
		25725.414	7										
		25734.493	8										
		25749.942	7										
		25750.756	8										
		25799.528	9										
		25799.54	8										
		25829.649	9										
		25833.608	10										
		25835.934	11										
		25845.246	10										
		25845.957	11										
		25853.94	12										
		25872.013	13										
		25926.17	12										
		25929.231	13										
		25929.785	14										
		25930.888	13										
		25933.337	12										
		25933.904	11										
		25954.83	10										
		25965.348	9										
		25973.446	10										
		25975.267	11										
		25978.39	12										
		25982.634	11										
		26024.411	10										
		26065.109	11										
		26118.948	10										
		26120.587	9										
		26131.103	10										
		26154.184	11										
		26196.432	10										
		26197.631	11										
		26207.265	12										
		26223.111	11										
		26231.686	10										
		26231.906	11										
		26234.78	10										
		26243.53	9										
		26258.177	10										
		26268.849	11										
		26271.46	10										
		26291.019	9										
		26292.618	8										
		26296.822	9										
		26308.329	10										
		26361.309	11										
		26374.204	12										
		26385.282	13										
		26390.287	12										
		26393.162	13										
		26399.583	12										
		26418.809	13										
		26430.102	14										
		26475.181	13										
		26480.868	12										
		26512.476	11										
		26517.876	10										
		26526.731	9										
		26537.928	10										
		26561.148	9										
		26561.724	8										
		26569.841	9										
		26577.733	10										
		26584.519	9										
		26588.997	10										
		26596.18	11										
		26616.682	12										
		26661.51	11										
		26691.406	10										
		26707.568	11										
		26737.238	12										
		26754.006	11										
		26762.124	12										
		26762.345	13										
		26769.476	14										
		26770.847	13										
		26776.801	12										
		26781.437	11										
		26797.505	12										
		26799.803	13										
		26816.547	12										
		26822.201	11										
		26836.085	12										
		26910.112	11										
		26931.316	12										
		26932.732	11										
		26940.186	10										
		26944.483	9										
		26957.807	10										
		26984.554	11										
		27014.45	10										
		27015.541	9										
		27050.33	8										
		27091.445	9										
		27093.774	8										
		27094.885	9										
		27096.9	8										
		27103.711	9										
		27115.468	8										
		27137.605	9										
		27148.009	10										
		27163.987	11										
		27174.207	12										
		27187.428	13										
		27207.692	12										
		27219.299	11										
		27224.206	10										
		27274.187	9										
		27285.359	8										
