
**** VECTORS ****
time spent on the queue PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		queue size after modification PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		queue size per minute PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		client processing order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		processing time with client order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		till processing order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		client total time in the till PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)	
29814.087	418.6129999999999415	18400.044	0			30142.582	1019	30142.582	256.8170000000000065	30142.582	1	30142.582	260.8170000000000065
29858.952	405.322999999999977	18418.183	1			30153.616	1020	30153.616	258.7579999999999237	30153.616	3	30153.616	266.7579999999999237
29874.291	415.4499999999999305	18424.376	2			30154.618	1015	30154.618	344.4969999999999562	30154.618	2	30154.618	350.4969999999999562
29881.765	416.631999999999947	18447.357	3			30157.274	1017	30157.274	278.322000000000002	30157.274	9	30157.274	298.3220000000000017
29886.858	276.2200000000000265	18464.429	4			30208.108	1018	30208.108	319.8170000000000062	30208.108	6	30208.108	333.8170000000000062
29980.384	310.4929999999999367	18468.462	3			30272.046	1021	30272.046	275.66199999999992	30272.046	7	30272.046	291.66199999999992
30016.806	221.5089999999999566	18469.572	4			30322.062	1022	30322.062	303.2559999999999707	30322.062	0	30322.062	305.2559999999999707
30045.578	221.3809999999999712	18469.618	3			30323.586	1025	30323.586	231.9110000000000002	30323.586	5	30323.586	243.9110000000000002
30050.16	90.50700000000000465	18471.6	2			30327.661	1024	30327.661	267.5009999999999757	30327.661	4	30327.661	277.5009999999999752
30079.675	113.7570000000000045	18482.614	3			30346.392	1023	30346.392	282.8139999999999637	30346.392	8	30346.392	300.8139999999999637
30142.582	134.478000000000008	18486.417	4			30413.266	1029	30413.266	235.991999999999961	30413.266	9	30413.266	255.991999999999961
30153.616	117.375	18501.302	5			30414.462	1026	30414.462	267.879999999999995	30414.462	1	30414.462	271.879999999999995
30154.618	104.3549999999999892	18502.524	6			30418.294	1027	30418.294	256.677999999999997	30418.294	3	30418.294	264.677999999999997
30157.274	81.302999999999997	18516.125	7			30452.521	1028	30452.521	291.9030000000000187	30452.521	2	30452.521	297.9030000000000187
30208.108	68.7750000000000054	18530.568	8			30512.981	1030	30512.981	290.872999999999932	30512.981	6	30512.981	304.872999999999932
30272.046	27.0689999999999954	18536.647	7			30568.378	1031	30568.378	280.331999999999993	30568.378	7	30568.378	296.331999999999993
30322.062	58.09000000000000315	18542.942	6			30598.793	1033	30598.793	263.206999999999993	30598.793	5	30598.793	275.206999999999993
30323.586	55.18200000000000195	18569.387	7			30602.088	1032	30602.088	278.0259999999999525	30602.088	0	30602.088	280.0259999999999525
30327.661	15.38899999999999927	18570.961	8			30604.364	1034	30604.364	266.7029999999999735	30604.364	4	30604.364	276.7029999999999735
30346.392	32.20600000000000295	18583.288	7			30624.055	1035	30624.055	259.66300000000001	30624.055	8	30624.055	277.6630000000000097
30413.266	98.7049999999999837	18610.061	6			30671.02	1038	30671.02	244.725999999999998	30671.02	3	30671.02	252.725999999999998
30414.462	85.2369999999999945	18616.843	5			30683.822	1037	30683.822	265.3600000000000127	30683.822	1	30683.822	269.3600000000000127
30418.294	81.4650000000000031	18639.764	6			30710.873	1036	30710.873	277.60699999999997	30710.873	9	30710.873	297.60699999999997
30452.521	113.2049999999999836	18646.831	5			30730.22	1039	30730.22	271.698999999999954	30730.22	2	30730.22	277.698999999999954
30512.981	170.8340000000000026	18652.189	6			30780.084	1040	30780.084	253.1030000000000077	30780.084	6	30780.084	267.102999999999951
30568.378	199.575999999999964	18661.986	5			30840.661	1041	30840.661	256.2830000000000145	30840.661	7	30840.661	272.2830000000000145
30598.793	155.6150000000000087	18729.898	6			30843.63	1043	30843.63	239.5419999999999725	30843.63	0	30843.63	241.5419999999999725
30602.088	5.58900000000000039	18745.257	5			30845.706	1042	30845.706	234.91300000000001	30845.706	5	30845.706	246.91300000000001
30607.492	0	18751.921	4			30876.486	1044	30876.486	258.9940000000000275	30876.486	4	30876.486	268.9940000000000275
30624.055	9.63299999999999908	18770.301	5			30892.706	1045	30892.706	250.6510000000000095	30892.706	8	30892.706	268.650999999999953
30676.595	0	18773.833	4			30958.618	1046	30958.618	274.0230000000000237	30958.618	3	30958.618	282.0230000000000235
30711.557	0	18800.615	5			30973.821	1048	30973.821	227.5819999999999931	30973.821	2	30973.821	233.581999999999993
30740.239	0	18810.499	4			30992.31	1047	30992.31	276.7529999999999282	30992.31	1	30992.31	280.7529999999999282
30770.56	0	18813.616	5			31028.336	1049	31028.336	237.7760000000000095	31028.336	9	31028.336	257.775999999999953
30817.937	0	18832.832	4			31088.229	1051	31088.229	231.5679999999999827	31088.229	7	31088.229	247.5679999999999827
30840.661	12.51500000000000052	18847.662	5			31131.556	1050	31131.556	299.619000000000027	31131.556	6	31131.556	313.619000000000027
30910.872	0	18862.894	6			31149.273	1052	31149.273	236.4010000000000095	31149.273	0	31149.273	238.4010000000000095
30942.337	0	18866.284	5			31236.963	1053	31236.963	284.6259999999999752	31236.963	4	31236.963	294.6259999999999752
31005.947	0	18879.292	6			31269.88	1054	31269.88	259.932999999999992	31269.88	1	31269.88	263.932999999999992
31018.989	0	18905.357	5			31279.445	1057	31279.445	243.5399999999999627	31279.445	5	31279.445	255.5399999999999627
31019.488	0	18918.262	6			31293.393	1055	31293.393	268.403999999999996	31293.393	2	31293.393	274.4039999999999952
31023.905	0	18930.089	5			31316.397	1056	31316.397	288.9089999999999905	31316.397	3	31316.397	296.9089999999999905
31047.707	0	18934.681	4			31319.009	1058	31319.009	253.3019999999999632	31319.009	8	31319.009	271.3020000000000197
31136.843	0	18936.1	5			31422.537	1059	31422.537	271.693999999999959	31422.537	6	31422.537	285.6939999999999587
31196.967	0	18938.602	6			31462.722	1060	31462.722	263.754999999999995	31462.722	0	31462.722	265.754999999999995
31423.483	0	18941.952	5			31690.509	1062	31690.509	249.889000000000009	31690.509	2	31690.509	255.889000000000009
31434.62	0	18951.08	6			31703.166	1061	31703.166	275.682999999999992	31703.166	1	31703.166	279.682999999999992
31463.841	0	19017.178	7			31772.212	1063	31772.212	306.3709999999999795	31772.212	0	31772.212	308.3709999999999795
31528.777	0	19035.171	6			31804.892	1065	31804.892	247.1659999999999962	31804.892	4	31804.892	257.165999999999939
31547.726	0	19036.498	5			31809.8	1064	31809.8	273.0230000000000237	31809.8	3	31809.8	281.0230000000000237
31585.119	0	19048.925	6			31886.953	1066	31886.953	289.8339999999999452	31886.953	5	31886.953	301.8339999999999452
31608.485	0	19057.554	7			31932.02	1067	31932.02	309.5349999999999667	31932.02	6	31932.02	323.5349999999999667
31649.31	0	19066.606	6			31944.515	1068	31944.515	279.2049999999999265	31944.515	7	31944.515	295.2049999999999265
31653.325	0	19077.018	5			31947.756	1069	31947.756	276.4309999999999252	31947.756	8	31947.756	294.4309999999999252
31687.1	0	19096.705	4			31956.732	1071	31956.732	232.8379999999999647	31956.732	1	31956.732	236.8379999999999647
31719.894	0	19109.538	3			31987.476	1072	31987.476	253.5609999999999777	31987.476	2	31987.476	259.5609999999999207
31727.915	0	19120.328	4			31997.069	1070	31997.069	289.9689999999999362	31997.069	9	31997.069	309.9689999999999362
31772.212	29.55699999999999492	19163.553	5			32046.94	1073	32046.94	272.727999999999951	32046.94	0	32046.94	274.727999999999951
31804.892	42.52599999999999612	19179.928	4			32087.081	1074	32087.081	272.188999999999964	32087.081	4	32087.081	282.1889999999999637
31809.8	30.88199999999999767	19186.006	5			32097.691	1075	32097.691	279.8909999999999617	32097.691	3	32097.691	287.8909999999999612
31886.953	76.29800000000000155	19189.545	4			32170.259	1076	32170.259	271.3059999999999252	32170.259	5	32170.259	283.3059999999999252
31932.02	119.2159999999999792	19192.466	3			32199.569	1078	32199.569	239.0539999999999727	32199.569	7	32199.569	255.0539999999999727
31944.515	78.63800000000000485	19205.688	4			32212.415	1077	32212.415	266.3949999999999807	32212.415	6	32212.415	280.3949999999999807
31947.756	73.06299999999998785	19213.824	5			32234.295	1079	32234.295	268.5389999999999862	32234.295	8	32234.295	286.5389999999999862
31956.732	78.9329999999999925	19231.716	6			32251.341	1081	32251.341	257.8650000000000082	32251.341	2	32251.341	263.8650000000000082
31987.476	70.43500000000000205	19251.803	5			32268.615	1080	32268.615	307.8829999999999232	32268.615	1	32268.615	311.8829999999999232
31997.069	32.84799999999999887	19262.499	6			32288.36	1082	32288.36	271.290999999999939	32288.36	9	32288.36	291.290999999999939
32046.94	47.3479999999999988	19278.057	7			32318.539	1083	32318.539	269.598999999999932	32318.539	0	32318.539	271.598999999999932
32087.081	72.5789999999999789	19300.757	6			32364.197	1084	32364.197	267.1159999999999845	32364.197	4	32364.197	277.1159999999999845
32097.691	9.71000000000000081	19308.517	5			32407.638	1085	32407.638	301.9470000000000017	32407.638	3	32407.638	309.9470000000000017
32170.259	47.50699999999999065	19337.551	4			32465.213	1086	32465.213	282.95399999999995	32465.213	5	32465.213	294.95399999999995
32199.569	75.1500000000000054	19344.938	3			32471.704	1088	32471.704	245.2889999999999862	32471.704	6	32471.704	259.2889999999999862
32212.415	3.253000000000000102	19349.397	4			32494.227	1087	32494.227	278.6580000000000145	32494.227	7	32494.227	294.6580000000000142
32262.481	0	19355.441	3			32524.882	1089	32524.882	256.400999999999953	32524.882	2	32524.882	262.400999999999953
32272.386	0	19366.259	2			32570.077	1092	32570.077	243.4069999999999807	32570.077	9	32570.077	263.4069999999999242
32282.327	0	19370.702	3			32580.65	1090	32580.65	304.264000000000009	32580.65	1	32580.65	308.264000000000009
32306.67	0	19435.75	2			32584.021	1091	32584.021	283.6939999999999587	32584.021	8	32584.021	301.6939999999999587
32322.662	0	19445.704	1			32604.669	1093	32604.669	280.0069999999999472	32604.669	0	32604.669	282.0069999999999472
32364.197	37.1340000000000002	19453.525	0			32671.987	1094	32671.987	297.7899999999999625	32671.987	4	32671.987	307.7899999999999625
32407.638	63.3040000000000018	19457.082	1			32713.66	1095	32713.66	298.0219999999999332	32713.66	3	32713.66	306.0219999999999332
32465.213	76.44199999999997855	19472.635	2			32749.584	1096	32749.584	272.37099999999998	32749.584	5	32749.584	284.3709999999999797
32471.704	30.1759999999999947	19494.348	3			32769.714	1097	32769.714	284.00999999999999	32769.714	6	32769.714	298.00999999999999
32494.227	30.51099999999999557	19514.152	4			32797.926	1099	32797.926	267.0439999999999815	32797.926	2	32797.926	273.0439999999999815
32524.882	6.711000000000000275	19531.14	5			32799.769	1098	32799.769	289.541999999999915	32799.769	7	32799.769	305.541999999999915
32570.077	40.74799999999999025	19542.218	6			32831.297	1101	32831.297	246.6469999999999905	32831.297	1	32831.297	250.6469999999999905
32580.65	50.3280000000000028	19549.222	5			32848.695	1100	32848.695	258.6179999999999375	32848.695	9	32848.695	278.617999999999937
32584.021	4.78999999999999913	19556.819	6			32878.011	1102	32878.011	275.9900000000000082	32878.011	8	32878.011	293.990000000000008
32604.669	1.010999999999999672	19557.953	5			32903.81	1103	32903.81	297.1409999999999612	32903.81	0	32903.81	299.1409999999999612
32671.987	63.9329999999999925	19575.076	4			32974.07	1104	32974.07	292.082999999999969	32974.07	4	32974.07	302.082999999999969
32713.66	60.88599999999999535	19587.445	5			33001.351	1105	33001.351	279.690999999999916	33001.351	3	33001.351	287.690999999999916
32749.584	33.01899999999999112	19599.63	6			33040.319	1106	33040.319	278.7350000000000127	33040.319	5	33040.319	290.7350000000000125
32769.714	41.7509999999999904	19606.543	7			33074.191	1111	33074.191	205.4959999999999803	33074.191	9	33074.191	225.49599999999998
32797.926	49.60399999999999905	19622.17	6			33094.692	1110	33094.692	259.3949999999999807	33094.692	1	33094.692	263.3949999999999807
32799.769	36.61699999999999005	19643.451	7			33096.74	1108	33096.74	292.8139999999999637	33096.74	2	33096.74	298.8139999999999637
32831.297	8.77100000000000076	19646.175	8			33104.307	1107	33104.307	320.5929999999999595	33104.307	6	33104.307	334.5929999999999595
32848.695	24.3819999999999978	19653.896	7			33125.54	1109	33125.54	309.770999999999957	33125.54	7	33125.54	325.770999999999957
32878.011	46.9440000000000024	19659.987	8			33216.145	1114	33216.145	232.0749999999999875	33216.145	4	33216.145	242.0749999999999875
32937.619	0	19660.609	7			33226.052	1113	33226.052	286.432999999999992	33226.052	0	33226.052	288.432999999999992
32974.07	33.22799999999999437	19661.305	6			33234.009	1112	33234.009	337.997999999999932	33234.009	8	33234.009	355.9979999999999317
33031.543	0	19678.66	7			33283.638	1115	33283.638	244.0949999999999695	33283.638	3	33283.638	252.0949999999999695
33123.945	0	19702.884	8			33387.908	1116	33387.908	259.9629999999999647	33387.908	1	33387.908	263.9629999999999647
33128.243	0	19708.349	7			33405.808	1118	33405.808	238.5260000000000095	33405.808	5	33405.808	250.5260000000000095
33155.282	0	19730.302	6			33435.37	1117	33435.37	301.1269999999999515	33435.37	2	33435.37	307.1269999999999515
33174.182	0	19733.045	7			33435.525	1119	33435.525	247.34299999999996	33435.525	6	33435.525	261.34299999999996
33181.479	0	19769.606	8			33460.208	1123	33460.208	232.156000000000005	33460.208	0	33460.208	234.156000000000005
33181.821	0	19769.731	9			33476.923	1124	33476.923	224.9139999999999863	33476.923	8	33476.923	242.9139999999999862
33216.145	29.58200000000000062	19771.911	10			33483.587	1122	33483.587	257.4420000000000065	33483.587	4	33483.587	267.4420000000000065
33226.052	38.9969999999999997	19775.756	9			33484.805	1120	33484.805	287.326000000000021	33484.805	7	33484.805	303.3260000000000207
33234.009	36.68099999999999727	19782.393	10			33485.161	1121	33485.161	283.3399999999999167	33485.161	9	33485.161	303.3399999999999167
33283.638	68.5130000000000049	19807.451	9			33580.97	1125	33580.97	289.331999999999993	33580.97	3	33580.97	297.331999999999993
33387.908	160.3329999999999695	19838.063	10			33644.278	1126	33644.278	252.3700000000000037	33644.278	1	33644.278	256.3700000000000037
33405.808	154.8820000000000045	19858.561	11			33714.637	1128	33714.637	273.2669999999999377	33714.637	2	33714.637	279.2669999999999377
33435.37	168.8820000000000043	19868.596	10			33725.833	1127	33725.833	308.0249999999999757	33725.833	5	33725.833	320.0249999999999757
33435.525	168.202999999999974	19890.62	11			33744.725	1133	33744.725	243.919999999999958	33744.725	7	33744.725	259.919999999999958
33460.208	174.8919999999999952	19918.957	10			33761.599	1131	33761.599	266.67599999999993	33761.599	8	33761.599	284.6759999999999295
33476.923	179.2239999999999887	19921.269	11			33762.027	1134	33762.027	256.8659999999999845	33762.027	9	33762.027	276.8659999999999845
33483.587	135.1909999999999736	19921.564	12			33763.766	1130	33763.766	301.557999999999992	33763.766	0	33763.766	303.557999999999992
33484.805	134.4339999999999685	19922.665	13			33765.664	1129	33765.664	316.139000000000009	33765.664	6	33765.664	330.139000000000009
33485.161	66.64199999999999565	19924.449	12			33836.262	1132	33836.262	342.6749999999999532	33836.262	4	33836.262	352.674999999999953
33580.97	151.2009999999999641	19926.69	11			33876.934	1135	33876.934	287.9639999999999412	33876.934	3	33876.934	295.9639999999999412
33644.278	140.6959999999999688	19930.177	12			33926.171	1136	33926.171	277.8929999999999142	33926.171	1	33926.171	281.8929999999999142
33714.637	180.4049999999999722	19941.687	13			33973.566	1137	33973.566	252.9289999999999727	33973.566	2	33973.566	258.9289999999999727
33725.833	186.7230000000000125	19943.495	12			34016.246	1141	34016.246	234.2189999999999932	34016.246	9	34016.246	254.2189999999999932
33744.725	176.1829999999999921	19943.79	11			34016.258	1138	34016.258	278.4249999999999532	34016.258	5	34016.258	290.4249999999999532
33761.599	120.6209999999999805	19948.319	12			34032.481	1142	34032.481	266.7149999999999175	34032.481	0	34032.481	268.714999999999917
33762.027	84.29099999999999655	19968.464	13			34037.388	1139	34037.388	276.6630000000000097	34037.388	7	34037.388	292.6630000000000095
33763.766	78.82800000000000265	19986.103	12			34037.529	1140	34037.529	257.9299999999999492	34037.529	8	34037.529	275.929999999999949
33765.664	74.2259999999999988	19986.367	11			34038.313	1143	34038.313	258.649	34038.313	6	34038.313	272.649
33836.262	113.0939999999999935	20017.267	12			34135.302	1144	34135.302	289.0399999999999625	34135.302	4	34135.302	299.0399999999999625
33876.934	153.365999999999985	20052.42	11			34179.717	1145	34179.717	294.7830000000000142	34179.717	3	34179.717	302.7830000000000142
