
**** VECTORS ****
time spent on the queue PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		queue size after modification PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		queue size per minute PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		client processing order PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		processing time with client order PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		till processing order PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		client total time in the till PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		number of clients entering the queue per timer interval PolicyA.source ($0=123, #0 - General-0-20220621-02:57:15-6016)	
236340.581	1158.308999999999737	118865.212	29			236650.195	8436	236650.195	174.563999999999964	236650.195	7	236650.195	190.563999999999964		
236356.421	1163.116999999999728	118897.405	28			236696.753	8425	236696.753	604.7519999999999505	236696.753	1	236696.753	608.7519999999999505		
236401.807	1187.65999999999985	118913.056	29			236699.996	8434	236699.996	253.3700000000000037	236699.996	6	236699.996	267.3700000000000037		
236406.521	1187.402000000000038	118920.1	30			236782.253	8439	236782.253	180.5879999999999647	236782.253	4	236782.253	190.5879999999999647		
236432.626	1205.355999999999765	118949.492	29			236979.805	8403	236979.805	1418.35300000000006	236979.805	5	236979.805	1430.35300000000006		
236452.563	1184.918999999999863	118955.382	28			236986.808	8435	236986.808	516.2449999999998895	236986.808	8	236986.808	534.2449999999998895		
236459.631	1177.41499999999996	118975.192	29			237041.283	8418	237041.283	1135.231999999999968	237041.283	9	237041.283	1155.231999999999968		
236515.534	1131.007999999999806	118997.893	30			237046.759	8443	237046.759	254.505999999999971	237046.759	4	237046.759	264.505999999999971		
236589.556	1184.645999999999727	119005.794	31			237076.881	8442	237076.881	362.88499999999999	237076.881	6	237076.881	376.88499999999999		
236591.665	1156.411999999999803	119009.325	30			237117.73	8440	237117.73	451.5349999999999657	237117.73	7	237117.73	467.5349999999999655		
